CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15600030,Client_30,626,Spain,Male,33,9,0.0,1,1,0,22508.28,0
15600031,Client_31,510,France,Female,29,5,185602.76,2,1,0,136239.47,0
15600032,Client_32,809,France,Female,25,4,19283.82,1,1,1,79253.89,0
15600033,Client_33,663,France,Female,38,1,0.0,1,0,0,43766.91,0
15600034,Client_34,371,Spain,Female,65,5,0.0,1,1,0,143343.11,0
15600035,Client_35,602,Spain,Male,25,5,178205.67,1,1,1,56158.7,0
15600036,Client_36,585,Germany,Female,45,1,0.0,1,0,1,117471.56,0
15600037,Client_37,694,Spain,Male,27,3,0.0,2,1,0,87663.73,0
15600038,Client_38,398,Germany,Female,69,6,22582.02,1,0,0,78631.07,1
15600039,Client_39,824,Germany,Male,32,0,0.0,1,1,1,147016.92,0
15600040,Client_40,408,Germany,Male,21,0,133686.11,1,1,0,126547.7,0
15600041,Client_41,519,Germany,Male,79,10,87020.08,2,1,1,107629.97,0
15600042,Client_42,825,Germany,Female,21,10,4734.28,1,1,1,34336.1,0
15600043,Client_43,537,France,Female,58,5,0.0,1,0,1,121271.71,0
15600044,Client_44,813,Spain,Female,90,6,163453.32,1,0,1,141622.87,0
15600045,Client_45,620,France,Male,72,4,0.0,2,0,1,164811.89,0
15600046,Client_46,539,Germany,Female,45,9,24551.3,2,0,0,66886.96,0
15600047,Client_47,795,Spain,Female,64,7,0.0,4,0,1,60219.12,1
15600048,Client_48,524,France,Female,26,10,87137.39,2,0,1,152266.79,0
15600049,Client_49,795,France,Male,19,3,0.0,2,0,1,98816.2,0
15600050,Client_50,400,Germany,Female,84,2,180367.31,2,0,0,87112.52,0
15600051,Client_51,713,France,Female,65,6,82037.52,2,0,0,40517.96,0
15600052,Client_52,404,France,Male,86,3,34012.12,2,1,1,92489.33,0
15600053,Client_53,593,France,Male,91,0,120413.44,1,0,1,147964.16,0
15600054,Client_54,669,France,Male,45,10,0.0,2,1,0,95604.99,0
15600055,Client_55,480,France,Male,31,7,0.0,1,0,1,175818.77,0
15600056,Client_56,834,Germany,Male,63,4,0.0,2,1,1,10799.74,0
15600057,Client_57,656,Germany,Male,30,7,105229.96,2,0,1,44193.63,1
15600058,Client_58,484,France,Female,33,7,197733.55,2,1,0,126777.15,0
15600059,Client_59,370,Germany,Female,57,4,212557.69,2,0,0,137676.53,0
15600060,Client_60,678,Germany,Male,89,7,0.0,1,0,0,62383.3,1
15600061,Client_61,516,Spain,Female,47,6,79684.85,3,0,0,188959.37,0
15600062,Client_62,623,France,Male,82,2,0.0,4,1,0,72822.2,1
15600063,Client_63,737,Germany,Female,75,3,226117.32,4,0,1,88126.14,1
15600064,Client_64,438,Germany,Male,65,10,243038.12,2,1,0,195511.89,1
15600065,Client_65,665,France,Male,66,6,72556.2,2,1,1,101046.17,0
15600066,Client_66,363,Spain,Female,19,3,239042.76,1,1,0,126444.72,0
15600067,Client_67,591,France,Female,31,5,124820.56,1,0,1,112633.9,0
15600068,Client_68,614,Spain,Female,34,1,0.0,1,1,1,43725.97,0
15600069,Client_69,695,France,Female,48,1,0.0,1,1,0,198385.23,0
15600070,Client_70,402,France,Female,27,2,219451.99,4,1,0,21223.89,0
15600071,Client_71,735,France,Female,87,9,173104.15,2,1,1,196864.17,0
15600072,Client_72,689,France,Female,54,6,0.0,3,1,1,98919.18,1
15600073,Client_73,441,Spain,Female,81,2,0.0,1,1,0,46025.22,0
15600074,Client_74,716,Spain,Male,47,2,0.0,1,1,1,41716.85,1
15600075,Client_75,793,Germany,Female,51,3,237012.39,1,1,1,134560.23,0
15600076,Client_76,804,France,Female,35,9,240811.92,1,1,1,145053.5,0
15600077,Client_77,777,Spain,Male,80,5,78543.77,2,0,1,180751.96,0
15600078,Client_78,613,Spain,Male,66,0,0.0,2,1,0,54938.63,0
15600079,Client_79,780,Spain,Male,73,5,95680.11,1,1,1,92310.17,0
15600080,Client_80,384,France,Male,75,7,205536.49,2,1,0,194526.46,1
15600081,Client_81,555,Germany,Female,44,7,197786.41,2,1,1,91320.5,0
15600082,Client_82,430,Spain,Female,72,5,0.0,1,0,1,97320.46,0
15600083,Client_83,769,France,Male,36,5,116303.42,4,0,0,64820.83,0
15600084,Client_84,399,Spain,Male,40,2,0.0,2,0,1,175480.71,1
15600085,Client_85,709,Spain,Female,64,1,214180.12,2,1,0,79468.16,0
15600086,Client_86,737,Germany,Female,83,6,55307.61,2,0,1,130752.75,0
15600087,Client_87,351,Spain,Female,68,7,155138.86,1,0,0,44693.87,0
15600088,Client_88,739,Spain,Female,45,9,136926.92,2,1,1,126991.11,0
15600089,Client_89,403,France,Male,74,5,185706.75,1,1,1,187453.37,0
15600090,Client_90,455,France,Female,75,4,0.0,2,1,1,157597.99,0
15600091,Client_91,609,Germany,Male,32,3,0.0,2,1,1,22861.55,0
15600092,Client_92,659,France,Male,33,0,0.0,1,0,1,130453.11,0
15600093,Client_93,826,France,Male,64,8,54089.1,1,1,0,116147.91,1
15600094,Client_94,540,Germany,Female,80,10,0.0,3,1,1,74329.17,0
15600095,Client_95,751,Spain,Male,29,9,90140.86,2,0,1,170113.48,0
15600096,Client_96,567,Germany,Female,60,3,0.0,2,0,1,160424.46,0
15600097,Client_97,393,France,Male,46,1,0.0,1,1,0,133235.16,1
15600098,Client_98,511,Germany,Female,66,3,16588.5,2,0,0,151394.54,0
15600099,Client_99,551,Spain,Male,20,10,193286.09,1,1,0,46700.86,0
15600100,Client_100,795,Germany,Male,86,4,178789.91,1,1,1,184869.43,0
15600101,Client_101,833,France,Female,77,1,0.0,1,1,0,136926.12,0
15600102,Client_102,619,France,Female,83,6,179021.24,3,1,1,98885.29,0
15600103,Client_103,700,Germany,Male,43,2,93283.29,2,1,0,46690.57,0
15600104,Client_104,653,Spain,Male,88,7,0.0,1,0,1,139725.04,0
15600105,Client_105,620,Germany,Female,91,3,215575.25,2,0,0,28376.23,0
15600106,Client_106,805,Spain,Male,86,10,105613.64,2,0,0,70752.06,0
15600107,Client_107,811,Spain,Female,64,4,48978.04,2,0,1,119018.5,1
15600108,Client_108,564,Germany,Female,59,2,0.0,2,0,1,132758.08,0
15600109,Client_109,601,Spain,Male,48,10,0.0,2,1,0,13292.73,1
15600110,Client_110,539,France,Female,39,4,0.0,1,1,0,11673.9,0
15600111,Client_111,645,Germany,Male,34,8,6803.57,2,1,1,31177.7,0
15600112,Client_112,562,Spain,Female,37,10,242650.44,1,0,0,155982.51,0
15600113,Client_113,557,France,Female,25,1,116822.35,2,0,0,117749.48,0
15600114,Client_114,586,Germany,Male,66,6,40439.47,2,0,0,125598.63,0
15600115,Client_115,687,France,Female,55,9,189452.79,2,0,0,124651.53,0
15600116,Client_116,716,France,Male,70,7,221912.78,4,1,1,16995.28,0
15600117,Client_117,402,France,Female,45,2,131992.0,1,1,0,42733.1,0
15600118,Client_118,629,Spain,Female,46,10,7089.86,1,0,0,148294.6,0
15600119,Client_119,759,Germany,Female,89,3,91285.74,2,0,0,132686.43,0
15600120,Client_120,566,Germany,Female,28,10,0.0,1,1,1,94605.13,0
15600121,Client_121,601,Spain,Male,64,9,159099.37,1,0,1,13875.91,0
15600122,Client_122,537,Germany,Female,62,1,129714.45,2,1,1,89200.44,0
15600123,Client_123,729,France,Female,35,9,88934.21,1,0,1,57111.29,0
15600124,Client_124,842,Germany,Female,67,8,162126.28,1,0,1,142481.16,0
15600125,Client_125,390,Spain,Male,66,2,146107.32,4,0,0,166688.61,1
15600126,Client_126,506,France,Male,39,8,226622.53,2,0,0,105723.25,0
15600127,Client_127,364,Spain,Male,62,6,0.0,2,0,0,86669.86,1
15600128,Client_128,650,France,Male,78,5,126927.97,2,0,0,61878.05,0
15600129,Client_129,414,France,Female,38,10,205917.52,1,1,0,27596.04,0
15600130,Client_130,694,Germany,Female,88,10,0.0,3,1,0,80632.18,0
15600131,Client_131,676,France,Female,78,2,60891.15,2,0,1,138826.08,0
15600132,Client_132,358,Spain,Male,53,10,195893.28,1,0,1,136554.75,0
15600133,Client_133,693,Germany,Male,41,6,110587.56,4,1,1,88427.73,0
15600134,Client_134,478,Spain,Female,49,10,102308.97,1,1,0,193535.89,0
15600135,Client_135,841,France,Female,76,2,221769.49,4,1,1,188614.21,0
15600136,Client_136,485,Spain,Female,22,10,152527.26,2,0,1,176373.65,0
15600137,Client_137,821,Spain,Male,33,5,200727.29,1,0,1,92801.66,1
15600138,Client_138,412,France,Female,28,7,0.0,2,1,1,151841.1,0
15600139,Client_139,488,Germany,Female,52,4,30006.66,1,0,0,186509.97,1
15600140,Client_140,848,Spain,Male,59,10,0.0,1,1,0,150151.03,0
15600141,Client_141,430,France,Male,27,10,238129.08,1,0,1,69994.52,0
15600142,Client_142,741,Germany,Female,25,2,120006.77,3,1,1,22921.52,0
15600143,Client_143,512,Germany,Male,43,5,183045.61,2,0,1,192022.36,0
15600144,Client_144,768,Germany,Female,20,7,141683.22,2,1,1,198560.97,0
15600145,Client_145,638,Spain,Female,76,9,0.0,2,1,1,141791.8,0
15600146,Client_146,728,Spain,Female,20,2,0.0,1,0,0,69917.07,0
15600147,Client_147,610,Spain,Female,55,10,108458.29,2,1,1,174355.46,1
15600148,Client_148,839,Germany,Male,19,10,120747.64,1,1,1,191156.34,0
15600149,Client_149,580,Spain,Male,34,4,125783.11,1,1,0,106224.15,0
15600150,Client_150,390,France,Male,90,8,238750.19,2,1,1,69213.36,0
15600151,Client_151,377,Spain,Female,53,9,0.0,2,0,0,87208.35,0
15600152,Client_152,484,Spain,Female,90,9,0.0,2,1,1,24031.13,0
15600153,Client_153,550,Germany,Female,19,2,0.0,1,0,1,117476.93,0
15600154,Client_154,677,Spain,Male,51,10,240778.18,2,1,1,81982.16,0
15600155,Client_155,617,France,Male,44,1,126078.7,1,1,0,178062.72,0
15600156,Client_156,767,Germany,Female,54,10,193818.93,1,0,1,62354.94,0
15600157,Client_157,382,France,Male,88,7,187319.53,4,1,1,11590.36,0
15600158,Client_158,397,Germany,Male,39,6,141611.01,1,0,0,150060.89,0
15600159,Client_159,756,Germany,Male,85,8,32675.78,1,1,1,11407.59,0
15600160,Client_160,411,Spain,Male,31,3,54689.68,1,1,1,113734.51,1
15600161,Client_161,565,France,Female,40,2,60035.06,1,1,1,44439.2,0
15600162,Client_162,642,Germany,Male,61,9,9664.91,1,1,1,125991.04,0
15600163,Client_163,448,Spain,Female,82,4,94804.5,2,0,0,47598.01,0
15600164,Client_164,521,Germany,Male,78,10,152628.43,2,1,1,105356.65,0
15600165,Client_165,709,Germany,Female,72,0,36066.57,2,1,1,73663.09,0
15600166,Client_166,563,Germany,Female,88,4,0.0,1,1,0,44685.43,0
15600167,Client_167,824,Germany,Male,67,2,0.0,2,1,1,125231.68,1
15600168,Client_168,384,Germany,Female,29,0,0.0,3,0,0,25621.54,0
15600169,Client_169,798,Germany,Female,32,2,33833.89,1,1,1,188815.89,0
15600170,Client_170,576,Spain,Male,34,4,244460.47,2,0,0,157844.62,0
15600171,Client_171,450,Germany,Female,51,4,0.0,1,1,0,184014.85,0
15600172,Client_172,780,France,Male,52,9,81352.04,2,0,0,18068.78,0
15600173,Client_173,811,Spain,Female,56,7,8734.17,4,1,0,10406.54,1
15600174,Client_174,480,France,Male,72,10,209512.05,4,0,0,78006.39,0
15600175,Client_175,606,Germany,Male,76,0,145883.93,2,1,0,127169.3,0
15600176,Client_176,354,France,Male,22,6,11987.96,1,0,0,56435.16,0
15600177,Client_177,567,Germany,Male,47,4,0.0,1,0,0,114371.9,0
15600178,Client_178,604,Germany,Male,21,2,30774.1,1,1,1,125140.31,1
15600179,Client_179,747,Spain,Female,32,3,123933.15,2,1,0,38809.13,0
15600180,Client_180,708,Spain,Female,52,2,167353.23,4,1,0,156085.76,0
15600181,Client_181,632,Germany,Male,91,7,37126.76,1,0,1,187908.24,0
15600182,Client_182,742,Spain,Female,72,3,124262.6,2,0,1,131624.27,0
15600183,Client_183,556,France,Female,83,2,114352.73,1,1,0,190091.27,1
15600184,Client_184,364,Spain,Female,77,1,228937.62,3,0,1,56765.42,0
15600185,Client_185,695,Spain,Male,41,2,0.0,4,1,0,16937.76,0
15600186,Client_186,391,France,Male,39,6,163618.61,2,0,0,57012.76,0
15600187,Client_187,729,Spain,Female,61,5,0.0,1,1,1,133141.14,0
15600188,Client_188,810,Germany,Male,49,9,161720.49,1,0,1,123550.63,0
15600189,Client_189,528,France,Male,68,4,219071.56,1,1,0,60807.08,1
15600190,Client_190,412,Germany,Female,20,7,108318.01,2,0,1,87528.99,0
15600191,Client_191,701,France,Male,87,10,151997.46,1,1,1,79850.69,0
15600192,Client_192,580,Germany,Male,49,0,211292.38,4,0,0,190580.89,0
15600193,Client_193,590,Germany,Male,19,2,229521.43,2,1,0,69724.23,0
15600194,Client_194,401,Spain,Male,76,1,6170.68,1,0,1,46691.44,1
15600195,Client_195,445,Germany,Male,90,1,0.0,1,1,1,117466.4,1
15600196,Client_196,737,Spain,Female,31,10,232793.02,2,1,0,33716.53,1
15600197,Client_197,571,France,Male,68,0,0.0,1,0,0,106495.28,0
15600198,Client_198,834,Germany,Male,28,4,247548.02,1,1,1,140519.49,1
15600199,Client_199,756,Germany,Female,27,4,0.0,2,0,1,189219.99,0
15600200,Client_200,580,France,Female,75,2,204535.05,3,1,0,179528.96,0
15600201,Client_201,586,France,Male,51,8,96530.63,4,0,1,169831.02,0
15600202,Client_202,492,Germany,Female,70,5,64385.35,1,1,0,84835.83,0
15600203,Client_203,520,France,Male,45,9,149564.79,2,0,1,179855.12,0
15600204,Client_204,378,Spain,Female,35,5,219758.02,2,1,1,146161.39,0
15600205,Client_205,385,France,Male,43,9,181424.63,1,1,1,93890.14,0
15600206,Client_206,362,France,Female,24,5,118043.79,2,0,0,117174.9,0
15600207,Client_207,509,Germany,Male,62,1,0.0,4,0,0,92861.06,0
15600208,Client_208,676,Spain,Female,62,10,172599.41,1,1,1,47389.66,0
15600209,Client_209,536,France,Male,88,9,0.0,1,1,1,95820.61,1
15600210,Client_210,592,Spain,Male,52,9,65889.31,2,0,0,163407.84,0
15600211,Client_211,435,Spain,Male,69,7,0.0,1,0,1,60651.73,1
15600212,Client_212,633,Spain,Female,38,5,117512.79,2,0,0,131664.69,0
15600213,Client_213,415,Germany,Female,45,2,0.0,2,1,0,115121.91,0
15600214,Client_214,519,France,Male,61,9,243715.29,2,0,1,184820.69,1
15600215,Client_215,394,Germany,Male,73,8,1876.05,1,0,0,151772.23,0
15600216,Client_216,411,France,Male,27,1,233345.77,2,0,0,78664.37,1
15600217,Client_217,790,France,Male,40,6,0.0,1,1,1,116728.02,1
15600218,Client_218,483,Germany,Female,65,2,12739.59,1,0,1,183130.28,0
15600219,Client_219,633,Spain,Female,69,5,222392.46,3,0,1,53031.31,0
15600220,Client_220,377,Spain,Female,32,4,0.0,2,0,1,100151.83,0
15600221,Client_221,457,France,Male,72,5,191537.68,1,0,1,52119.32,0
15600222,Client_222,393,Germany,Male,60,7,19813.88,1,1,1,89500.64,0
15600223,Client_223,689,Spain,Female,67,2,238801.4,1,1,1,21062.41,0
15600224,Client_224,635,Spain,Female,23,1,151887.12,4,0,1,176434.38,0
15600225,Client_225,795,France,Female,50,7,224673.58,2,0,1,195866.69,0
15600226,Client_226,680,France,Female,79,0,168240.77,1,1,0,117883.6,0
15600227,Client_227,477,Germany,Male,72,1,134202.57,1,1,0,115274.05,0
15600228,Client_228,697,France,Male,56,9,43123.92,1,1,0,191606.44,0
15600229,Client_229,822,Spain,Male,29,0,44488.53,2,1,1,84715.92,0
15600230,Client_230,580,Spain,Female,48,4,0.0,1,1,0,128007.25,1
15600231,Client_231,539,Spain,Male,91,7,217610.55,1,1,1,169079.61,0
15600232,Client_232,574,Spain,Female,70,1,28804.67,2,0,0,106091.39,0
15600233,Client_233,734,Germany,Female,51,3,249596.29,2,0,0,52084.64,0
15600234,Client_234,726,Germany,Female,58,3,218978.06,2,0,0,164413.29,1
15600235,Client_235,632,France,Female,27,10,0.0,3,0,1,61515.73,0
15600236,Client_236,795,France,Female,69,10,63279.58,3,1,1,170317.42,0
15600237,Client_237,470,France,Male,74,6,230499.02,2,0,0,189476.48,0
15600238,Client_238,465,Germany,Male,20,0,0.0,1,1,1,113749.44,0
15600239,Client_239,810,Spain,Male,74,8,86822.48,2,1,1,19366.54,0
15600240,Client_240,582,France,Female,50,2,20978.09,1,1,1,191567.38,0
15600241,Client_241,608,Spain,Male,24,5,238365.57,1,0,1,167951.62,1
15600242,Client_242,708,France,Female,21,9,154405.74,2,1,0,32298.27,0
15600243,Client_243,547,France,Male,56,4,0.0,2,0,0,129583.65,1
15600244,Client_244,805,France,Female,65,3,68870.79,1,1,1,69966.32,0
15600245,Client_245,760,France,Female,91,8,0.0,2,0,1,72762.7,0
15600246,Client_246,486,France,Male,33,10,0.0,1,1,1,120258.43,0
15600247,Client_247,667,Spain,Female,55,8,0.0,1,0,0,145257.2,0
15600248,Client_248,514,France,Male,21,0,127735.09,2,1,0,12134.43,1
15600249,Client_249,574,Spain,Male,21,6,0.0,2,1,1,39007.83,0
15600250,Client_250,656,Germany,Male,44,9,58436.46,2,0,0,181532.28,0
15600251,Client_251,583,France,Female,34,8,125937.32,4,1,1,104048.48,0
15600252,Client_252,521,Spain,Female,87,4,52771.53,1,0,1,103456.61,0
15600253,Client_253,501,Germany,Female,71,0,0.0,1,0,1,169659.82,0
15600254,Client_254,812,Germany,Female,25,7,193818.75,2,1,1,34581.24,1
15600255,Client_255,664,Germany,Male,70,4,37050.58,1,0,1,145596.22,1
15600256,Client_256,723,Spain,Female,22,5,0.0,2,0,0,106182.87,0
15600257,Client_257,509,France,Male,86,6,0.0,1,0,0,150901.89,0
15600258,Client_258,445,France,Male,64,9,0.0,2,1,0,139060.79,1
15600259,Client_259,821,Spain,Female,91,6,0.0,1,1,0,136632.04,0
15600260,Client_260,582,France,Female,57,6,0.0,1,0,0,172647.2,0
15600261,Client_261,529,Spain,Male,24,0,50736.02,2,0,1,114648.19,1
15600262,Client_262,462,France,Female,29,6,147839.12,2,1,0,87491.43,0
15600263,Client_263,667,Germany,Male,42,10,125688.8,2,1,1,47714.12,1
15600264,Client_264,846,France,Female,45,2,127297.31,1,0,0,75355.6,1
15600265,Client_265,791,Spain,Female,60,4,89924.99,1,1,0,175286.44,0
15600266,Client_266,401,Spain,Male,64,9,209607.14,2,0,0,74119.87,0
15600267,Client_267,617,Germany,Male,66,4,21092.64,1,0,0,197230.51,0
15600268,Client_268,644,Spain,Male,71,7,109655.76,2,1,0,125517.76,1
15600269,Client_269,735,France,Female,35,6,64954.09,1,0,0,164843.88,0
15600270,Client_270,736,France,Female,44,6,212108.31,1,0,1,103719.65,0
15600271,Client_271,462,Germany,Female,89,5,0.0,1,1,1,134365.34,0
15600272,Client_272,450,Spain,Male,23,6,0.0,4,1,0,198010.73,1
15600273,Client_273,462,Germany,Male,86,6,152878.83,2,1,0,105051.28,0
15600274,Client_274,789,France,Female,88,4,218697.56,2,0,0,60038.25,0
15600275,Client_275,430,Germany,Male,39,4,0.0,2,1,1,133476.68,0
15600276,Client_276,536,Spain,Female,76,3,0.0,1,0,0,184725.38,0
15600277,Client_277,462,Germany,Male,64,3,0.0,1,0,0,13267.74,1
15600278,Client_278,351,Spain,Female,85,4,0.0,1,0,1,198585.56,0
15600279,Client_279,479,Spain,Female,49,9,211135.51,2,0,0,113464.19,0
15600280,Client_280,569,France,Female,18,8,12329.51,2,1,1,161894.43,0
15600281,Client_281,403,France,Male,71,10,123787.46,4,1,0,32462.15,0
15600282,Client_282,692,France,Male,63,5,203172.88,2,0,0,65385.43,0
15600283,Client_283,834,Spain,Female,58,7,212091.29,1,0,1,195660.25,0
15600284,Client_284,573,Germany,Female,58,8,208513.84,1,1,0,64701.88,0
15600285,Client_285,574,Spain,Female,25,3,151095.33,3,0,0,88320.87,0
15600286,Client_286,734,France,Female,49,6,0.0,1,0,1,63333.22,0
15600287,Client_287,752,France,Female,47,4,45346.58,1,0,1,99008.84,1
15600288,Client_288,475,Germany,Female,63,3,43614.39,1,0,1,40220.17,0
15600289,Client_289,479,France,Male,69,6,8205.67,2,0,0,106681.07,0
15600290,Client_290,402,France,Male,78,2,0.0,1,1,0,66703.54,0
15600291,Client_291,521,France,Male,30,0,87005.13,1,1,0,164873.86,0
15600292,Client_292,567,Germany,Male,57,6,190513.54,1,1,1,84055.11,0
15600293,Client_293,509,Spain,Female,78,8,14927.58,1,1,1,160616.85,0
15600294,Client_294,547,France,Female,61,1,74672.03,1,0,1,131933.38,0
15600295,Client_295,765,Germany,Female,79,6,0.0,1,1,0,183867.91,0
15600296,Client_296,596,France,Male,61,9,0.0,1,0,1,164018.56,0
15600297,Client_297,673,Germany,Male,65,1,51937.06,1,0,1,181212.53,1
15600298,Client_298,788,France,Female,91,2,115398.23,1,1,0,109872.0,0
15600299,Client_299,552,Germany,Male,76,9,0.0,1,1,1,183554.56,0
15600300,Client_300,533,France,Male,74,9,135675.87,1,0,1,39400.51,1
15600301,Client_301,472,Spain,Female,28,2,0.0,2,1,1,26043.51,0
15600302,Client_302,750,France,Female,42,3,158983.86,2,0,0,109944.15,0
15600303,Client_303,604,Germany,Female,78,5,0.0,2,0,1,166949.15,0
15600304,Client_304,643,France,Male,63,2,136771.47,2,0,0,50313.31,0
15600305,Client_305,629,Spain,Female,71,8,32280.17,1,1,1,194036.84,0
15600306,Client_306,674,France,Female,51,1,0.0,2,0,1,45195.93,0
15600307,Client_307,721,Germany,Female,24,6,0.0,2,1,0,144652.94,0
15600308,Client_308,447,Germany,Male,79,5,189102.67,2,1,1,183872.8,0
15600309,Client_309,547,Spain,Male,74,1,160290.41,1,1,1,193418.37,1
15600310,Client_310,819,Germany,Female,22,10,0.0,1,0,0,135668.27,0
15600311,Client_311,744,France,Female,52,2,230477.66,2,0,1,119099.52,0
15600312,Client_312,589,France,Male,54,5,181249.01,1,0,0,27263.6,0
15600313,Client_313,493,France,Male,77,9,0.0,1,1,0,13763.48,0
15600314,Client_314,446,Germany,Female,82,3,156228.1,1,0,1,197294.25,1
15600315,Client_315,550,France,Male,33,0,172915.81,1,0,0,62129.76,0
15600316,Client_316,473,France,Female,47,0,0.0,2,1,0,23725.62,0
15600317,Client_317,536,France,Female,90,2,77941.26,2,0,1,112311.06,0
15600318,Client_318,675,Spain,Male,59,7,87672.4,2,0,1,69393.53,1
15600319,Client_319,813,Germany,Female,78,10,143683.46,1,1,0,77942.81,0
15600320,Client_320,698,Germany,Female,91,3,0.0,2,0,0,77215.05,0
15600321,Client_321,608,Germany,Male,65,10,101529.76,1,0,1,57250.98,0
15600322,Client_322,497,Spain,Female,79,0,0.0,4,0,1,193859.16,0
15600323,Client_323,601,Germany,Male,81,7,0.0,1,0,0,60391.95,1
15600324,Client_324,792,Spain,Female,74,9,0.0,2,0,1,115839.44,0
15600325,Client_325,769,Spain,Female,85,5,53521.72,2,1,0,55338.64,0
15600326,Client_326,752,Germany,Male,63,0,162267.27,4,0,1,154753.43,0
15600327,Client_327,695,France,Male,45,9,0.0,4,0,1,53513.45,1
15600328,Client_328,800,France,Male,20,9,0.0,1,0,1,126784.46,0
15600329,Client_329,496,Germany,Male,54,5,221970.9,1,0,1,168452.37,0
15600330,Client_330,497,Germany,Male,65,0,216002.18,2,0,1,61610.11,0
15600331,Client_331,701,Spain,Male,36,9,0.0,1,0,0,162615.99,0
15600332,Client_332,548,Germany,Female,34,9,24629.33,3,1,0,27572.61,0
15600333,Client_333,657,Spain,Male,57,2,0.0,1,1,1,32116.99,1
15600334,Client_334,838,Germany,Female,67,1,91437.29,1,1,0,86110.92,0
15600335,Client_335,766,France,Male,90,3,239783.58,1,0,1,87316.0,0
15600336,Client_336,773,France,Female,46,1,68612.54,2,0,0,108131.3,0
15600337,Client_337,477,Germany,Female,68,10,231716.19,2,0,1,14500.74,0
15600338,Client_338,388,Spain,Male,59,4,45341.17,2,1,0,32256.64,1
15600339,Client_339,687,France,Female,46,3,242453.11,1,1,1,11952.25,0
15600340,Client_340,709,Spain,Female,83,5,73401.13,1,1,0,191359.22,0
15600341,Client_341,478,Germany,Female,34,6,158273.07,4,1,1,69536.41,0
15600342,Client_342,616,Germany,Male,48,1,17422.81,1,1,0,140733.31,0
15600343,Client_343,825,France,Male,69,1,74916.04,4,0,1,125603.72,0
15600344,Client_344,790,Germany,Female,56,7,0.0,3,1,1,147694.66,0
15600345,Client_345,822,France,Male,77,8,0.0,2,1,0,177741.92,0
15600346,Client_346,783,Spain,Male,68,4,39192.45,3,1,0,54298.11,0
15600347,Client_347,500,France,Female,33,6,148275.91,1,1,0,90892.88,0
15600348,Client_348,764,France,Female,31,8,97480.04,3,1,1,72404.42,1
15600349,Client_349,827,Spain,Male,59,0,0.0,1,0,0,25668.35,0
15600350,Client_350,647,France,Male,68,7,0.0,2,0,0,16065.85,0
15600351,Client_351,448,France,Male,41,9,199824.88,1,1,0,155309.96,0
15600352,Client_352,612,Germany,Female,60,9,216756.26,2,0,0,34553.22,0
15600353,Client_353,601,Spain,Male,90,8,204956.38,1,1,1,12919.16,1
15600354,Client_354,493,France,Male,36,8,112015.21,2,0,0,93297.88,1
